imgnames,X,Y,R,G,B,H1,S1,V1,L1,A1,B1
potato_tanashi_8FUKANO_20170531_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,916,637,0.545098039215686,0.701960784313725,0.498039215686275,0.294871794871795,0.290502793296089,0.701960784313725,69.0016419703625,-21.450146441054,22.0825054407643
potato_tanashi_8FUKANO_20170531_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,121,571,0.458823529411765,0.627450980392157,0.356862745098039,0.270531400966184,0.43125,0.627450980392157,61.4746939397533,-24.7817426445103,31.0045691698534
potato_tanashi_8FUKANO_20170531_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,1038,1138,0.572549019607843,0.72156862745098,0.435294117647059,0.253424657534247,0.396739130434783,0.72156862745098,70.6776639818372,-22.9131449302147,32.7154586479656
potato_tanashi_8FUKANO_20170603_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,669,679,0.466666666666667,0.619607843137255,0.372549019607843,0.26984126984127,0.39873417721519,0.619607843137255,61.0529680391501,-22.7061495696151,28.4145135504813
potato_tanashi_8FUKANO_20170603_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1020,405,0.325490196078431,0.458823529411765,0.329411764705882,0.338235294117647,0.290598290598291,0.458823529411765,45.9262599490923,-18.0385153254101,14.2140435458885
potato_tanashi_8FUKANO_20170603_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,358,882,0.549019607843137,0.705882352941177,0.462745098039216,0.274193548387097,0.344444444444444,0.705882352941177,69.2206729692044,-22.5779280644696,27.1329272741481
potato_tanashi_8FUKANO_20170603_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,368,873,0.619607843137255,0.776470588235294,0.541176470588235,0.277777777777778,0.303030303030303,0.776470588235294,75.8416431344683,-22.0444238106767,25.6364430246474
potato_tanashi_8FUKANO_20170603_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,737,808,0.549019607843137,0.713725490196078,0.462745098039216,0.276041666666667,0.351648351648352,0.713725490196078,69.8008826763008,-23.4932467205939,27.8851318091029
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,701,344,0.427450980392157,0.580392156862745,0.372549019607843,0.289308176100629,0.358108108108108,0.580392156862745,57.390967731758,-21.7927872252131,23.5680920442388
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,692,322,0.392156862745098,0.56078431372549,0.250980392156863,0.257383966244726,0.552447552447553,0.56078431372549,54.9043422139017,-25.9668748689901,36.4911291882023
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,731,350,0.356862745098039,0.509803921568627,0.254901960784314,0.266666666666667,0.5,0.509803921568627,50.2758960774214,-23.4001296034804,30.388546465066
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,326,396,0.301960784313725,0.43921568627451,0.219607843137255,0.270833333333333,0.5,0.43921568627451,43.5171958276954,-21.2849651780939,26.7694688984248
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,268,104,0.317647058823529,0.474509803921569,0.2,0.261904761904762,0.578512396694215,0.474509803921569,46.6288190440708,-24.3599991292203,33.0725684213332
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,271,107,0.325490196078431,0.482352941176471,0.23921568627451,0.274193548387097,0.504065040650406,0.482352941176471,47.5033523723873,-23.6092686833988,29.0124676210457
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,273,111,0.36078431372549,0.525490196078431,0.27843137254902,0.277777777777778,0.470149253731343,0.525490196078431,51.6709406566912,-24.2695135139873,28.9500608854458
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,677,81,0.317647058823529,0.454901960784314,0.243137254901961,0.274691358024691,0.46551724137931,0.454901960784314,45.14048916171,-21.0077079215058,25.5689690551337
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,825,843,0.415686274509804,0.584313725490196,0.262745098039216,0.254065040650406,0.550335570469799,0.584313725490196,57.1652771572176,-26.1333597469883,37.7411362276413
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,848,823,0.431372549019608,0.592156862745098,0.325490196078431,0.267156862745098,0.450331125827815,0.592156862745098,58.2056362194949,-24.0912161892868,30.9909371830798
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,725,736,0.345098039215686,0.498039215686275,0.250980392156863,0.26984126984127,0.496062992125984,0.498039215686275,49.1247909867791,-23.257180074946,29.4737521306312
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,724,752,0.36078431372549,0.509803921568627,0.27843137254902,0.274011299435028,0.453846153846154,0.509803921568627,50.4122478417999,-22.4221412311916,27.4027423867945
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,717,712,0.364705882352941,0.513725490196078,0.32156862745098,0.295918367346939,0.374045801526717,0.513725490196078,50.9403584608211,-21.2935021420605,22.0975861317868
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,780,961,0.419607843137255,0.572549019607843,0.364705882352941,0.289308176100629,0.363013698630137,0.572549019607843,56.6246735729086,-21.8318508616251,23.6308792463967
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,789,961,0.423529411764706,0.572549019607843,0.372549019607843,0.290849673202614,0.349315068493151,0.572549019607843,56.718825820133,-21.2251801498639,22.6799442461557
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,263,564,0.443137254901961,0.592156862745098,0.305882352941176,0.253424657534247,0.483443708609271,0.592156862745098,58.3398523185658,-23.4209776684454,33.7810911699154
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,263,552,0.482352941176471,0.63921568627451,0.352941176470588,0.257990867579909,0.447852760736196,0.63921568627451,62.7451487356281,-23.9969776553232,33.1901548390908
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,263,551,0.486274509803922,0.643137254901961,0.356862745098039,0.257990867579909,0.445121951219512,0.643137254901961,63.1206051155687,-23.9807544867836,33.1580433783735
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,262,542,0.474509803921569,0.619607843137255,0.317647058823529,0.246753246753247,0.487341772151899,0.619607843137255,61.0133031521868,-23.2894126834242,35.6172816594469
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,176,309,0.388235294117647,0.541176470588235,0.286274509803922,0.266666666666667,0.471014492753623,0.541176470588235,53.384344337927,-23.263752547536,30.1080286614479
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,190,263,0.294117647058824,0.407843137254902,0.227450980392157,0.271739130434783,0.442307692307692,0.407843137254902,40.8094967046396,-18.0113744630274,22.3096264927966
potato_tanashi_8FUKANO_20170604_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,216,298,0.4,0.541176470588235,0.290196078431373,0.260416666666667,0.463768115942029,0.541176470588235,53.5905916451964,-22.0127744495521,29.8889957896816
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,362,407,0.541176470588235,0.690196078431373,0.403921568627451,0.253424657534247,0.414772727272727,0.690196078431373,67.7250198588503,-23.0357321756637,32.9656673975934
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,362,396,0.596078431372549,0.745098039215686,0.443137254901961,0.248917748917749,0.405263157894737,0.745098039215686,72.826120938752,-23.2088753782994,34.4983568339155
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,362,384,0.498039215686275,0.63921568627451,0.396078431372549,0.263440860215054,0.380368098159509,0.63921568627451,63.1491599634126,-21.3847529978373,28.0465216550644
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,341,396,0.615686274509804,0.752941176470588,0.431372549019608,0.23780487804878,0.427083333333333,0.752941176470588,73.6976536608577,-22.5143041089472,37.1761969122308
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,323,406,0.545098039215686,0.686274509803922,0.435294117647059,0.260416666666667,0.365714285714286,0.686274509803922,67.6054492070992,-21.3934693395419,28.6950097642729
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,267,365,0.537254901960784,0.694117647058824,0.356862745098039,0.244186046511628,0.485875706214689,0.694117647058824,67.8124303374547,-24.9572102466495,39.0748211992925
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,324,654,0.556862745098039,0.698039215686274,0.447058823529412,0.260416666666667,0.359550561797753,0.698039215686274,68.7177750691712,-21.3449316479624,28.604685715054
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,330,631,0.525490196078431,0.674509803921569,0.435294117647059,0.270491803278688,0.354651162790698,0.674509803921569,66.3988130467229,-21.8708557146787,27.0631910798927
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,330,629,0.533333333333333,0.682352941176471,0.450980392156863,0.274011299435028,0.339080459770115,0.682352941176471,67.1720145586853,-21.6156782335762,25.9875354947238
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,288,646,0.556862745098039,0.686274509803922,0.462745098039216,0.263157894736842,0.325714285714286,0.686274509803922,67.9084586136482,-19.5153495220057,25.4534722212514
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,798,653,0.670588235294118,0.819607843137255,0.431372549019608,0.230639730639731,0.473684210526316,0.819607843137255,79.450721339451,-24.8914822498762,44.4166001901607
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,782,660,0.596078431372549,0.749019607843137,0.431372549019608,0.246913580246914,0.424083769633508,0.749019607843137,73.0760663064725,-23.9441753768518,36.3196068428717
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,784,892,0.56078431372549,0.737254901960784,0.372549019607843,0.247311827956989,0.49468085106383,0.737254901960784,71.4569528714926,-27.2783515125359,41.5716595334528
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,785,883,0.533333333333333,0.674509803921569,0.423529411764706,0.260416666666667,0.372093023255814,0.674509803921569,66.4900943229521,-21.4420026274411,28.7839443269833
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,805,901,0.541176470588235,0.705882352941177,0.423529411764706,0.263888888888889,0.4,0.705882352941177,68.955438387287,-24.3648893660143,31.9476603467841
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,466,926,0.568627450980392,0.741176470588235,0.447058823529412,0.264444444444444,0.396825396825397,0.741176470588235,72.09508549966,-25.2508826072984,32.9566309277957
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,566,603,0.47843137254902,0.631372549019608,0.313725490196078,0.246913580246914,0.503105590062112,0.631372549019608,61.9683790469468,-24.3623251859729,37.2711243443661
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,604,599,0.541176470588235,0.701960784313725,0.474509803921569,0.28448275862069,0.324022346368715,0.701960784313725,68.8451253878613,-22.5138997879175,25.0387983829942
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,578,592,0.592156862745098,0.749019607843137,0.501960784313725,0.272486772486772,0.329842931937173,0.749019607843137,73.247833770254,-22.4978128968955,27.3260876793538
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,496,390,0.458823529411765,0.623529411764706,0.435294117647059,0.3125,0.30188679245283,0.623529411764706,61.4596868291717,-22.0674897373956,20.3431909245755
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,511,420,0.517647058823529,0.666666666666667,0.364705882352941,0.248917748917749,0.452941176470588,0.666666666666667,65.4472868843514,-23.5032809406845,35.1317992569805
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,712,1203,0.627450980392157,0.768627450980392,0.517647058823529,0.260416666666667,0.326530612244898,0.768627450980392,75.3220613826701,-21.0586938904212,28.0953237451827
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,716,1197,0.564705882352941,0.725490196078431,0.466666666666667,0.27020202020202,0.356756756756757,0.725490196078431,70.9411904944886,-23.2892430479216,28.9000941094197
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,742,1173,0.556862745098039,0.72156862745098,0.423529411764706,0.258771929824561,0.41304347826087,0.72156862745098,70.3778309704794,-24.6955479882066,33.7990125314979
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,750,1158,0.654901960784314,0.811764705882353,0.423529411764706,0.234006734006734,0.478260869565217,0.811764705882353,78.5996993988612,-25.6636962279813,44.2774665497721
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,740,1138,0.596078431372549,0.756862745098039,0.482352941176471,0.264285714285714,0.362694300518135,0.756862745098039,73.8145139696537,-23.5756224621481,30.6570713590255
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,1145,1066,0.63921568627451,0.784313725490196,0.47843137254902,0.245726495726496,0.39,0.784313725490196,76.5170975878832,-22.7868184255933,34.7814655975739
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,1128,1026,0.541176470588235,0.694117647058824,0.376470588235294,0.246913580246914,0.457627118644068,0.694117647058824,67.9337082362979,-24.1428000775477,36.7634015706686
potato_tanashi_8FUKANO_20170612_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,1101,815,0.576470588235294,0.72156862745098,0.447058823529412,0.254761904761905,0.380434782608696,0.72156862745098,70.7832791997359,-22.2410616693906,31.3266345040007
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,882,432,0.490196078431373,0.619607843137255,0.435294117647059,0.283687943262411,0.29746835443038,0.619607843137255,61.6859239070183,-18.654280380742,20.7550972767645
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,883,413,0.513725490196078,0.647058823529412,0.356862745098039,0.243243243243243,0.448484848484848,0.647058823529412,63.8820769177616,-21.765666611878,34.216692516524
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,905,170,0.580392156862745,0.729411764705882,0.403921568627451,0.242971887550201,0.446236559139785,0.729411764705882,71.2900796092475,-23.8179092816764,37.5442893362504
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,874,153,0.501960784313725,0.647058823529412,0.372549019607843,0.254761904761905,0.424242424242424,0.647058823529412,63.7289028923081,-22.5391225624494,31.92234660843
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,997,752,0.517647058823529,0.682352941176471,0.384313725490196,0.258771929824561,0.436781609195402,0.682352941176471,66.6855956428076,-24.8568168220183,34.1203608268904
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1058,705,0.580392156862745,0.733333333333333,0.486274509803922,0.26984126984127,0.336898395721925,0.733333333333333,71.8486680331137,-22.1989632085701,27.5372889694836
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1371,661,0.564705882352941,0.729411764705882,0.431372549019608,0.258771929824561,0.408602150537634,0.729411764705882,71.111766502714,-24.6624189198478,33.7372930221721
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1347,674,0.525490196078431,0.698039215686274,0.364705882352941,0.252941176470588,0.47752808988764,0.698039215686274,67.9345078296225,-26.3637272673894,38.1804860881328
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1317,656,0.517647058823529,0.666666666666667,0.474509803921569,0.295918367346939,0.288235294117647,0.666666666666667,65.8339200599943,-20.5275109303645,20.9708552775103
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1082,1005,0.482352941176471,0.6,0.403921568627451,0.266666666666667,0.326797385620915,0.6,59.9471209901395,-17.9570182990105,22.7745324022685
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1089,981,0.592156862745098,0.741176470588235,0.454901960784314,0.253424657534247,0.386243386243386,0.741176470588235,72.5114446878998,-22.8364402482977,32.5618216759912
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1008,987,0.333333333333333,0.47843137254902,0.207843137254902,0.256038647342995,0.565573770491803,0.47843137254902,47.2210075531969,-23.1002180672449,32.83141592406
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,1136,1230,0.6,0.764705882352941,0.435294117647059,0.25,0.430769230769231,0.764705882352941,74.2998596564518,-25.2802230463369,37.3512840170056
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,458,677,0.552941176470588,0.725490196078431,0.423529411764706,0.261904761904762,0.416216216216216,0.725490196078431,70.6039034058124,-25.5135476883831,34.0652451008497
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,458,658,0.670588235294118,0.827450980392157,0.47843137254902,0.241573033707865,0.421800947867298,0.827450980392157,80.1446885009909,-24.7692038499034,39.4486961293929
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,814,645,0.529411764705882,0.686274509803922,0.482352941176471,0.294871794871795,0.297142857142857,0.686274509803922,67.5183487832016,-21.5234994162637,22.1835881592936
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,817,666,0.525490196078431,0.686274509803922,0.419607843137255,0.267156862745098,0.388571428571429,0.686274509803922,67.2222062995887,-23.6735983188892,30.2073099755739
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,1004,918,0.592156862745098,0.741176470588235,0.4,0.239463601532567,0.46031746031746,0.741176470588235,72.3430191878453,-24.1286706475167,39.3727274283835
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,951,935,0.545098039215686,0.701960784313725,0.505882352941176,0.3,0.279329608938547,0.701960784313725,69.0335394985016,-21.2081736345789,21.0576502512481
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,905,960,0.517647058823529,0.670588235294118,0.36078431372549,0.248945147679325,0.461988304093567,0.670588235294118,65.7298932797797,-24.0487070228443,35.978409800942
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,957,1182,0.572549019607843,0.725490196078431,0.517647058823529,0.289308176100629,0.286486486486486,0.725490196078431,71.2637229482018,-21.09855949825,22.5404456243279
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,966,1182,0.580392156862745,0.737254901960784,0.494117647058824,0.274193548387097,0.329787234042553,0.737254901960784,72.1642540175984,-22.4385025273839,26.9075965525
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,974,1215,0.580392156862745,0.741176470588235,0.52156862745098,0.288690476190476,0.296296296296296,0.741176470588235,72.5556350223587,-22.1027105692342,23.7577752446221
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,990,1223,0.474509803921569,0.63921568627451,0.392156862745098,0.277777777777778,0.386503067484663,0.63921568627451,62.7450417917461,-23.7322296862966,27.9629103118028
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,999,1233,0.529411764705882,0.698039215686274,0.419607843137255,0.267605633802817,0.398876404494382,0.698039215686274,68.1657107515429,-24.6686941072212,31.4181604381232
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,522,1157,0.615686274509804,0.788235294117647,0.486274509803922,0.261904761904762,0.383084577114428,0.788235294117647,76.4327473323288,-25.252044755765,33.5686697156897
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,456,1057,0.572549019607843,0.741176470588235,0.419607843137255,0.254065040650407,0.433862433862434,0.741176470588235,72.0726632763543,-25.5573847077448,36.4763045732197
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,469,1042,0.549019607843137,0.725490196078431,0.407843137254902,0.259259259259259,0.437837837837838,0.725490196078431,70.4917927780581,-26.2648931880419,35.9258336533731
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,61,1111,0.627450980392157,0.784313725490196,0.447058823529412,0.244186046511628,0.43,0.784313725490196,76.2200183434961,-24.6464804751003,38.3524486121988
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,608,1514,0.466666666666667,0.623529411764706,0.286274509803922,0.244186046511628,0.540880503144654,0.623529411764706,61.099942131081,-25.1790826807733,39.6156988132363
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,613,1486,0.611764705882353,0.784313725490196,0.474509803921569,0.259493670886076,0.395,0.784313725490196,76.0449572948538,-25.4656345266026,34.5755959973116
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,1082,1421,0.549019607843137,0.698039215686274,0.396078431372549,0.248917748917749,0.432584269662921,0.698039215686274,68.4161358984594,-23.3860291143963,34.8756819183454
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,783,370,0.611764705882353,0.788235294117647,0.423529411764706,0.247311827956989,0.462686567164179,0.788235294117647,76.177772579401,-27.1043790570203,41.1694397311315
potato_tanashi_8FUKANO_20170616_Ins1RGB_15m_transparent_mosaic_group1_2.jpg,832,360,0.447058823529412,0.592156862745098,0.431372549019608,0.317073170731707,0.271523178807947,0.592156862745098,58.8569967523743,-19.5189629126146,17.3675506306596
potato_tanashi_8FUKANO_20170629_Ins1RGB_15m_transparent_mosaic_group1_1.jpg,664,695,0.807843137254902,0.976470588235294,0.623529411764706,0.246296296296296,0.36144578313253,0.976470588235294,93.3391883223414,-25.4439921415374,38.5108446744747
